2023-06-10 20:42:13.030209	https://www.encodeproject.org/report/?type=Experiment&searchTerm=DNase&assay_title=DNase-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR057GPV/	ENCSR057GPV	DNase-seq	DNase-seq	tissue				Homo sapiens with mild cognitive impairment; head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	GEO:GSE170112		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF492ELQ/,/files/ENCFF666BWM/,/files/ENCFF886UMI/,/files/ENCFF113IPX/,/files/ENCFF385SUY/,/files/ENCFF803SGV/,/files/ENCFF125GUH/,/files/ENCFF201TRW/,/files/ENCFF232XXP/,/files/ENCFF574LOQ/,/files/ENCFF756OVV/,/files/ENCFF733XEA/,/files/ENCFF943TIZ/,/files/ENCFF557SNF/,/files/ENCFF374YIS/,/files/ENCFF387NXK/	/disease-series/ENCSR618YRV/	ENCBS320VPE	1	1		Homo sapiens	adult	90 or above years												/replicates/e9c2c4a5-afa5-4e34-a2e8-8de351d4b760/				
/experiments/ENCSR467YCD/	ENCSR467YCD	DNase-seq	DNase-seq	primary cell				Homo sapiens central memory CD4-positive, alpha-beta T cell male adult (38 years)	central memory CD4-positive, alpha-beta T cell	GEO:GSE215529		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF963SJQ/,/files/ENCFF402JXB/,/files/ENCFF205ZTW/,/files/ENCFF996MIP/,/files/ENCFF517MUP/,/files/ENCFF224UOS/,/files/ENCFF244GTJ/,/files/ENCFF318MDC/,/files/ENCFF300XBS/,/files/ENCFF737DAP/,/files/ENCFF963ROW/,/files/ENCFF556DCQ/,/files/ENCFF577WNP/,/files/ENCFF768FUN/,/files/ENCFF527VTO/,/files/ENCFF962VTX/		ENCBS362AFQ	1	1		Homo sapiens	adult	38 years												/replicates/228c6071-00b4-4755-a1c6-5fe275af8bac/				
/experiments/ENCSR634YVQ/	ENCSR634YVQ	DNase-seq	DNase-seq	cell line				Homo sapiens HK-2	HK-2	SCREEN-GRCh38:HK-2,GEO:GSE172824		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF263ASL/,/files/ENCFF866ESN/,/files/ENCFF333RQJ/,/files/ENCFF080KAX/,/files/ENCFF774HLX/,/files/ENCFF015RHX/,/files/ENCFF401DZU/,/files/ENCFF146VLB/,/files/ENCFF438JMW/,/files/ENCFF501MGW/,/files/ENCFF483SPX/,/files/ENCFF040LIH/,/files/ENCFF861HJO/,/files/ENCFF733NCN/,/files/ENCFF637SNY/,/files/ENCFF730QML/,/files/ENCFF983IPW/,/files/ENCFF009KXR/,/files/ENCFF130AXK/,/files/ENCFF043DFO/,/files/ENCFF426CAB/,/files/ENCFF503RRO/,/files/ENCFF921UJC/,/files/ENCFF632FSE/,/files/ENCFF008FAT/,/files/ENCFF762ZKY/,/files/ENCFF129IYX/,/files/ENCFF900HCW/,/files/ENCFF632WTY/,/files/ENCFF834RFS/,/files/ENCFF622TAD/,/files/ENCFF501VBN/,/files/ENCFF299RIU/,/files/ENCFF774ILW/,/files/ENCFF053VPX/,/files/ENCFF617OIH/		ENCBS188NWH	1	2,1		Homo sapiens	unknown													/replicates/09f5d745-e3a8-4cf2-8e68-47a8e3dacc75/,/replicates/f22e61c9-d8bb-4812-ad07-496bd42476cc/				
/experiments/ENCSR655LUX/	ENCSR655LUX	DNase-seq	DNase-seq	primary cell				Homo sapiens T-helper 2 cell male adult (38 years)	T-helper 2 cell	GEO:GSE215534		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF107MLP/,/files/ENCFF981TPC/,/files/ENCFF641ABP/,/files/ENCFF330CNM/,/files/ENCFF927GLS/,/files/ENCFF955QON/,/files/ENCFF462YCH/,/files/ENCFF878NXP/,/files/ENCFF446DHZ/,/files/ENCFF961UWJ/,/files/ENCFF516VCQ/,/files/ENCFF589VKF/,/files/ENCFF883RIG/,/files/ENCFF841DAQ/,/files/ENCFF109WDL/,/files/ENCFF522GCK/,/files/ENCFF426MZM/,/files/ENCFF700OHO/		ENCBS579RSJ	1	1		Homo sapiens	adult	38 years												/replicates/8aa03e0c-773c-40da-b280-68d6decefded/				
/experiments/ENCSR011VHK/	ENCSR011VHK	DNase-seq	DNase-seq	primary cell				Homo sapiens with multiple sclerosis; naive B cell	naive B cell	GEO:GSE215465		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF272JYC/,/files/ENCFF016XBG/,/files/ENCFF776AAM/,/files/ENCFF037DCP/,/files/ENCFF573URZ/,/files/ENCFF581DQN/,/files/ENCFF765DPX/,/files/ENCFF162FKT/,/files/ENCFF870DTG/,/files/ENCFF279GWL/,/files/ENCFF280ITI/,/files/ENCFF914CAS/,/files/ENCFF508WZK/,/files/ENCFF528VKG/,/files/ENCFF957XPY/,/files/ENCFF027ALV/		ENCBS306XUQ	1	1		Homo sapiens	unknown													/replicates/70093aa5-eb87-433b-a0a1-0903d0f4b53c/				
/experiments/ENCSR570BWW/	ENCSR570BWW	DNase-seq	DNase-seq	tissue				Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (89 years)	dorsolateral prefrontal cortex	GEO:GSE170759		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF599SEN/,/files/ENCFF704LNN/,/files/ENCFF710GWD/,/files/ENCFF405FVS/,/files/ENCFF851EPP/,/files/ENCFF261QAY/,/files/ENCFF617EFC/,/files/ENCFF930QMQ/,/files/ENCFF946KEJ/,/files/ENCFF379KEV/,/files/ENCFF522HXC/,/files/ENCFF067GXF/,/files/ENCFF647TPO/,/files/ENCFF029BLV/,/files/ENCFF318DDE/,/files/ENCFF100GSU/,/files/ENCFF419VOK/,/files/ENCFF151TKI/	/disease-series/ENCSR835WYO/	ENCBS159OJV	1	1		Homo sapiens	adult	89 years												/replicates/3cecb43d-83e7-446c-b6db-cdcf25fdac18/				
/experiments/ENCSR606QDB/	ENCSR606QDB	DNase-seq	DNase-seq	tissue				Homo sapiens dorsolateral prefrontal cortex tissue male adult (82 years)	dorsolateral prefrontal cortex	GEO:GSE170874		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF507QTJ/,/files/ENCFF115ELY/,/files/ENCFF526IZD/,/files/ENCFF219GKO/,/files/ENCFF792FCQ/,/files/ENCFF468XHC/,/files/ENCFF566OII/,/files/ENCFF571QPS/,/files/ENCFF157YEI/,/files/ENCFF265DWK/,/files/ENCFF626NPK/,/files/ENCFF521CSC/,/files/ENCFF124ZQH/,/files/ENCFF777UQH/,/files/ENCFF070WQU/,/files/ENCFF727AGR/	/disease-series/ENCSR418LUI/	ENCBS945GJC	1	1		Homo sapiens	adult	82 years												/replicates/9e307b3b-caa4-45cd-b757-c5c3f75a547d/				
/experiments/ENCSR794KUS/	ENCSR794KUS	DNase-seq	DNase-seq	primary cell				Homo sapiens with multiple sclerosis; naive thymus-derived CD4-positive, alpha-beta T cell	naive thymus-derived CD4-positive, alpha-beta T cell	GEO:GSE215737		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF817TTL/,/files/ENCFF091KZT/,/files/ENCFF933TWA/,/files/ENCFF420VNK/,/files/ENCFF031XVF/,/files/ENCFF499ZIV/,/files/ENCFF390FDZ/,/files/ENCFF390EBK/,/files/ENCFF037ENB/,/files/ENCFF447LWB/,/files/ENCFF892GBY/,/files/ENCFF900TQP/,/files/ENCFF604ZXG/,/files/ENCFF048JAF/,/files/ENCFF050GDF/,/files/ENCFF566CYR/		ENCBS030NVK	1	1		Homo sapiens	unknown													/replicates/0867b627-fc66-4930-8e01-c7b8af7eacf1/				
/experiments/ENCSR796YOJ/	ENCSR796YOJ	DNase-seq	DNase-seq	tissue				Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	dorsolateral prefrontal cortex	GEO:GSE170132		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF739FTH/,/files/ENCFF905KSV/,/files/ENCFF644EVV/,/files/ENCFF997ELN/,/files/ENCFF020IQR/,/files/ENCFF172NYN/,/files/ENCFF958AIS/,/files/ENCFF439PAQ/,/files/ENCFF948DJC/,/files/ENCFF532ESG/,/files/ENCFF521HKN/,/files/ENCFF765QFD/,/files/ENCFF426NKB/,/files/ENCFF686DIT/,/files/ENCFF312TND/,/files/ENCFF862NXY/,/files/ENCFF092FBW/,/files/ENCFF084BJV/	/disease-series/ENCSR115MIM/	ENCBS752IJY	1	1		Homo sapiens	adult	90 or above years												/replicates/85ed59ce-31b1-47cd-b813-13243ef7e0f2/				
/experiments/ENCSR200BNM/	ENCSR200BNM	DNase-seq	DNase-seq	tissue				Homo sapiens head of caudate nucleus tissue male adult (71 years)	head of caudate nucleus	GEO:GSE169763		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF905ZYA/,/files/ENCFF966NDM/,/files/ENCFF589RTP/,/files/ENCFF514SKO/,/files/ENCFF767FGF/,/files/ENCFF457ROM/,/files/ENCFF418IUE/,/files/ENCFF451SYN/,/files/ENCFF520QRU/,/files/ENCFF811CPB/,/files/ENCFF772FON/,/files/ENCFF443BJO/,/files/ENCFF211WGV/,/files/ENCFF798ZYK/,/files/ENCFF985ONU/,/files/ENCFF064RWA/	/disease-series/ENCSR878MYB/	ENCBS251MLH	1	1		Homo sapiens	adult	71 years												/replicates/aa445bc4-bd6b-472a-ba0b-53a01037af2f/				
/experiments/ENCSR022UVL/	ENCSR022UVL	DNase-seq	DNase-seq	tissue				Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	dorsolateral prefrontal cortex	GEO:GSE169876		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF217ECP/,/files/ENCFF319FZC/,/files/ENCFF428GQE/,/files/ENCFF482CHU/,/files/ENCFF923WAX/,/files/ENCFF713FGQ/,/files/ENCFF981SKV/,/files/ENCFF632MSC/,/files/ENCFF464BEF/,/files/ENCFF152WEW/,/files/ENCFF195TQN/,/files/ENCFF143UWH/,/files/ENCFF719GOI/,/files/ENCFF244BYS/,/files/ENCFF319ECG/,/files/ENCFF120SWL/,/files/ENCFF499HKV/,/files/ENCFF303YZV/	/disease-series/ENCSR915YPK/	ENCBS958JYO	1	1		Homo sapiens	adult	90 or above years												/replicates/a7a3eb29-4bf7-43b6-8b2c-2d3f48901fda/				
/experiments/ENCSR271QID/	ENCSR271QID	DNase-seq	DNase-seq	tissue				Homo sapiens with mild cognitive impairment; head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	GEO:GSE170122		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF740WMI/,/files/ENCFF791XXH/,/files/ENCFF098ANU/,/files/ENCFF102VUQ/,/files/ENCFF580HLW/,/files/ENCFF618TJG/,/files/ENCFF751SHB/,/files/ENCFF247KMF/,/files/ENCFF045BLV/,/files/ENCFF496EHO/,/files/ENCFF720OSW/,/files/ENCFF651ZKO/,/files/ENCFF498RZG/,/files/ENCFF325ZCQ/,/files/ENCFF148BQA/,/files/ENCFF919RUN/	/disease-series/ENCSR117ZMG/	ENCBS795XRV	1	1		Homo sapiens	adult	90 or above years												/replicates/01bf6420-e02b-43dc-82f6-3720545a911f/				
/experiments/ENCSR558SUT/	ENCSR558SUT	DNase-seq	DNase-seq	tissue				Homo sapiens head of caudate nucleus tissue male adult (82 years)	head of caudate nucleus	GEO:GSE170678		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF500HBL/,/files/ENCFF974FKI/,/files/ENCFF059ZYC/,/files/ENCFF429UHN/,/files/ENCFF884RLT/,/files/ENCFF434ZTO/,/files/ENCFF218YQT/,/files/ENCFF076GYZ/,/files/ENCFF630CUO/,/files/ENCFF406DHI/,/files/ENCFF163TLJ/,/files/ENCFF878UUI/,/files/ENCFF151TWG/,/files/ENCFF326IVD/,/files/ENCFF324OVP/,/files/ENCFF897NQV/	/disease-series/ENCSR418LUI/	ENCBS878YQJ	1	1		Homo sapiens	adult	82 years												/replicates/db4f4c87-cb5d-4919-9232-b9e9d0e91182/				
/experiments/ENCSR860UTH/	ENCSR860UTH	DNase-seq	DNase-seq	tissue				Homo sapiens head of caudate nucleus tissue male adult (86 years)	head of caudate nucleus	GEO:GSE170344		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF729YRF/,/files/ENCFF324RAZ/,/files/ENCFF943ALQ/,/files/ENCFF699ITY/,/files/ENCFF028NFY/,/files/ENCFF693ZGO/,/files/ENCFF048PBO/,/files/ENCFF749QOE/,/files/ENCFF413RLU/,/files/ENCFF096LJT/,/files/ENCFF142UYG/,/files/ENCFF057JIJ/,/files/ENCFF320LVC/,/files/ENCFF841VAU/,/files/ENCFF720PQU/,/files/ENCFF043OLR/	/disease-series/ENCSR392FDH/	ENCBS643QJE	1	1		Homo sapiens	adult	86 years												/replicates/8141155d-466b-4d5e-aa33-e093ae6ca702/				
/experiments/ENCSR832XVZ/	ENCSR832XVZ	DNase-seq	DNase-seq	tissue				Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (86 years)	dorsolateral prefrontal cortex	GEO:GSE170246		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF327TCF/,/files/ENCFF886EPL/,/files/ENCFF340MYQ/,/files/ENCFF203GXQ/,/files/ENCFF352XVG/,/files/ENCFF793FUR/,/files/ENCFF367LLS/,/files/ENCFF608CVY/,/files/ENCFF951QLN/,/files/ENCFF141HXZ/,/files/ENCFF886ARF/,/files/ENCFF532GKL/,/files/ENCFF994UXO/,/files/ENCFF376FLU/,/files/ENCFF092USE/,/files/ENCFF812IXN/	/disease-series/ENCSR717QTZ/	ENCBS255RBJ	1	1		Homo sapiens	adult	86 years												/replicates/3760f1df-a8a6-4571-b485-359e8cd44a25/				
/experiments/ENCSR879XUH/	ENCSR879XUH	DNase-seq	DNase-seq	tissue				Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	dorsolateral prefrontal cortex	GEO:GSE170469		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF590WSJ/,/files/ENCFF748EQA/,/files/ENCFF520OEY/,/files/ENCFF081JFL/,/files/ENCFF236IUX/,/files/ENCFF784LZY/,/files/ENCFF739WTP/,/files/ENCFF185AJQ/,/files/ENCFF003IYO/,/files/ENCFF066MUO/,/files/ENCFF502IOV/,/files/ENCFF787WUN/,/files/ENCFF695XEZ/,/files/ENCFF769PZB/,/files/ENCFF258AWM/,/files/ENCFF837HYO/	/disease-series/ENCSR268QJC/	ENCBS005EPJ	1	1		Homo sapiens	adult	90 or above years												/replicates/2f2d0128-e0ea-4d77-816a-14a129bdb617/				
/experiments/ENCSR432QFU/	ENCSR432QFU	DNase-seq	DNase-seq	tissue				Homo sapiens with Cognitive impairment, Alzheimer's disease; head of caudate nucleus tissue male adult (73 years)	head of caudate nucleus	GEO:GSE169977		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF614UHU/,/files/ENCFF356PJA/,/files/ENCFF848LTC/,/files/ENCFF368DLW/,/files/ENCFF765KDB/,/files/ENCFF952BQN/,/files/ENCFF384BAM/,/files/ENCFF646CFR/,/files/ENCFF019SQJ/,/files/ENCFF718BFQ/,/files/ENCFF229LXL/,/files/ENCFF911LWH/,/files/ENCFF166FAN/,/files/ENCFF586MZS/,/files/ENCFF155TWF/,/files/ENCFF733SAA/,/files/ENCFF820UCJ/,/files/ENCFF425BQN/	/disease-series/ENCSR532ILO/	ENCBS458RSM	1	1		Homo sapiens	adult	73 years												/replicates/ef1278e9-46f5-4b78-bb31-eb04635ccece/				
/experiments/ENCSR688AWP/	ENCSR688AWP	DNase-seq	DNase-seq	tissue				Homo sapiens head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	GEO:GSE170975		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF768BUD/,/files/ENCFF812HZC/,/files/ENCFF236LZD/,/files/ENCFF917JKM/,/files/ENCFF024HII/,/files/ENCFF953GKA/,/files/ENCFF456FAG/,/files/ENCFF872AJM/,/files/ENCFF083DFD/,/files/ENCFF622GIO/,/files/ENCFF574BUM/,/files/ENCFF131UUQ/,/files/ENCFF134ECI/,/files/ENCFF359TMR/,/files/ENCFF634CTV/,/files/ENCFF176QNA/	/disease-series/ENCSR975HLS/	ENCBS405EPC	1	1		Homo sapiens	adult	90 or above years												/replicates/7ba40a6e-d6f5-40dd-a924-cff80e1e447c/				
/experiments/ENCSR654GSG/	ENCSR654GSG	DNase-seq	DNase-seq	tissue				Homo sapiens with Alzheimer's disease; posterior cingulate gyrus tissue male adult (90 or above years)	posterior cingulate gyrus	GEO:GSE170940		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF209JDB/,/files/ENCFF116UZZ/,/files/ENCFF796EDQ/,/files/ENCFF687BHK/,/files/ENCFF449EXP/,/files/ENCFF338EBJ/,/files/ENCFF504VKX/,/files/ENCFF608GGN/,/files/ENCFF076LJV/,/files/ENCFF510QJZ/,/files/ENCFF634FBQ/,/files/ENCFF378TVN/,/files/ENCFF397TCP/,/files/ENCFF825TKA/,/files/ENCFF110FLB/,/files/ENCFF251EBR/	/disease-series/ENCSR636ZQA/	ENCBS250ROE	1	1		Homo sapiens	adult	90 or above years												/replicates/526da3b1-700a-45bf-9046-9b1b0e478e85/				
