2023-06-10 20:45:17.146282	https://www.encodeproject.org/report/?type=Experiment&searchTerm=DNase&assay_title=DNase-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&audit.ERROR.category=extremely+low+spot+score&audit.ERROR.category=extremely+low+read+depth&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR000EKK/	ENCSR000EKK	DNase-seq	DNase-seq	cell line				Homo sapiens iPS-NIHi7 originated from AG08395	iPS-NIHi7	GEO:GSM1008600,UCSC-ENCODE-hg19:wgEncodeEH002558	DNase-seq on human iPS NIHi7	Gregory Crawford, Duke	ENCODE	released	/files/ENCFF000SUJ/,/files/ENCFF000SUK/,/files/ENCFF000SUL/,/files/ENCFF000SUM/,/files/ENCFF000SUN/,/files/ENCFF000SUP/,/files/ENCFF000SUT/,/files/ENCFF000SUX/,/files/ENCFF000SUY/,/files/ENCFF001UWJ/,/files/ENCFF695VLL/,/files/ENCFF736NTA/,/files/ENCFF637TYS/,/files/ENCFF724OVN/,/files/ENCFF876SUL/,/files/ENCFF181WAE/,/files/ENCFF412ZLI/,/files/ENCFF595DJX/,/files/ENCFF076QJV/,/files/ENCFF017SYV/,/files/ENCFF979HHF/,/files/ENCFF211BHM/,/files/ENCFF652UCP/,/files/ENCFF714ZHV/,/files/ENCFF575TGY/,/files/ENCFF920NVC/,/files/ENCFF192YHC/,/files/ENCFF580LBW/,/files/ENCFF387OME/,/files/ENCFF124UED/,/files/ENCFF782QHJ/,/files/ENCFF016AKA/,/files/ENCFF572ODP/,/files/ENCFF295XKZ/,/files/ENCFF121LNX/,/files/ENCFF377ZVV/,/files/ENCFF281YXX/,/files/ENCFF542WPI/,/files/ENCFF903UGT/,/files/ENCFF104NAP/,/files/ENCFF806THQ/,/files/ENCFF850CWM/,/files/ENCFF867SEB/,/files/ENCFF710NCT/,/files/ENCFF532ILC/,/files/ENCFF071NFZ/		ENCBS557ENC	1	2,1,3		Homo sapiens	adult	85 years												/replicates/5f1ad86c-33ca-4359-883b-ec50ceb1ceff/,/replicates/bdb961f1-46cb-47ff-abe2-ee2c3f5471f6/,/replicates/ae47098e-5236-4b28-ae75-bbb95e3330f4/				
/experiments/ENCSR000EJP/	ENCSR000EJP	DNase-seq	DNase-seq	cell line				Homo sapiens H9	H9	GEO:GSM816629,UCSC-ENCODE-hg19:wgEncodeEH000594	Duke human H9ES DNase-seq	Gregory Crawford, Duke	ENCODE	released	/files/ENCFF000ADF/,/files/ENCFF000SOP/,/files/ENCFF000SOQ/,/files/ENCFF000SOR/,/files/ENCFF000SOS/,/files/ENCFF000SOT/,/files/ENCFF000SOU/,/files/ENCFF000SOZ/,/files/ENCFF001SOT/,/files/ENCFF001UVO/,/files/ENCFF042VBM/,/files/ENCFF852AFZ/,/files/ENCFF276OCG/,/files/ENCFF742BZO/,/files/ENCFF062PST/,/files/ENCFF420CHV/,/files/ENCFF166OGN/,/files/ENCFF785BVB/,/files/ENCFF659OWQ/,/files/ENCFF269GXP/,/files/ENCFF029QRH/,/files/ENCFF479LWX/,/files/ENCFF568GTJ/,/files/ENCFF022WQN/,/files/ENCFF663TLI/,/files/ENCFF752PSN/,/files/ENCFF711ZHX/,/files/ENCFF252WPJ/,/files/ENCFF719SKA/,/files/ENCFF257MQX/,/files/ENCFF854QWS/,/files/ENCFF561INV/,/files/ENCFF586PUB/,/files/ENCFF360ODI/,/files/ENCFF569AYL/,/files/ENCFF989ZCZ/,/files/ENCFF136AOL/,/files/ENCFF987LZP/,/files/ENCFF105GEX/,/files/ENCFF077FEP/,/files/ENCFF541PGD/,/files/ENCFF427RZA/,/files/ENCFF376VSX/,/files/ENCFF968IPL/,/files/ENCFF794AMX/,/files/ENCFF876BVJ/,/files/ENCFF238OJD/,/files/ENCFF310XPP/	/experiment-series/ENCSR273DNN/	ENCBS298AAA	1	1,2		Homo sapiens	embryonic	5 days												/replicates/99eb22c2-8f2b-43c2-9c0e-00241913e9f7/,/replicates/636d366e-e685-4cb2-9820-958c86ce799c/				
/experiments/ENCSR000EJS/	ENCSR000EJS	DNase-seq	DNase-seq	cell line				Homo sapiens HeLa-S3 treated with interferon alpha for 4 hours	HeLa-S3	UCSC-ENCODE-hg19:wgEncodeEH000577,GEO:GSM816633	DNase-seq on human HeLa-S3 treated with IFNa for 4 hours	Gregory Crawford, Duke	ENCODE	released	/files/ENCFF000ADG/,/files/ENCFF000SPQ/,/files/ENCFF000SPR/,/files/ENCFF000SPS/,/files/ENCFF000SPT/,/files/ENCFF000SPU/,/files/ENCFF000SPX/,/files/ENCFF000SPZ/,/files/ENCFF001SOU/,/files/ENCFF001UVR/,/files/ENCFF725CLT/,/files/ENCFF905ZBN/,/files/ENCFF918LDM/,/files/ENCFF061IBV/,/files/ENCFF681QUK/,/files/ENCFF670ESA/,/files/ENCFF818THJ/,/files/ENCFF201BKZ/,/files/ENCFF962XPK/,/files/ENCFF143MXD/,/files/ENCFF594LHA/,/files/ENCFF315EDC/,/files/ENCFF630JYV/,/files/ENCFF411YEH/,/files/ENCFF422TAV/,/files/ENCFF700OET/,/files/ENCFF894LOF/,/files/ENCFF808VHQ/,/files/ENCFF023CND/,/files/ENCFF809THT/,/files/ENCFF421NCU/,/files/ENCFF405HYR/,/files/ENCFF922TPV/,/files/ENCFF413DNC/,/files/ENCFF289PTF/,/files/ENCFF489BYO/,/files/ENCFF930JYX/,/files/ENCFF494QOM/,/files/ENCFF159QAT/,/files/ENCFF098RNO/,/files/ENCFF984ZPM/,/files/ENCFF921DBL/,/files/ENCFF093FJO/,/files/ENCFF400TSB/,/files/ENCFF914YII/,/files/ENCFF890XWX/,/files/ENCFF930KNL/,/files/ENCFF834KSD/		ENCBS635AAA	1	1,2		Homo sapiens	adult	31 years	interferon alpha	CHEBI:50847			4.0	hour						/replicates/2b578043-640c-4a0b-b030-fe401df3d274/,/replicates/976c73f6-17f3-48b5-9c33-064e0b468dc9/				
/experiments/ENCSR813CKU/	ENCSR813CKU	DNase-seq	DNase-seq	tissue				Homo sapiens urinary bladder tissue male embryo (76 days)	urinary bladder	GEO:GSE90402	DNase-seq on 76 day old fetal male human urinary bladder tissue	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF002DZB/,/files/ENCFF002DZE/,/files/ENCFF002DZD/,/files/ENCFF002DZF/,/files/ENCFF702TTL/,/files/ENCFF366NKY/,/files/ENCFF088VQU/,/files/ENCFF754GKQ/,/files/ENCFF329BDX/,/files/ENCFF616KCU/,/files/ENCFF581JIM/,/files/ENCFF461YCA/,/files/ENCFF027BHJ/,/files/ENCFF391VLP/,/files/ENCFF168ENZ/,/files/ENCFF824ZKT/,/files/ENCFF487QTH/,/files/ENCFF502GYZ/,/files/ENCFF247JSU/,/files/ENCFF623EOU/,/files/ENCFF397CTJ/,/files/ENCFF230RHI/,/files/ENCFF297UIX/,/files/ENCFF140BMD/,/files/ENCFF940CER/,/files/ENCFF618ZXJ/,/files/ENCFF639HZL/,/files/ENCFF122IES/,/files/ENCFF405ISR/,/files/ENCFF770WBQ/,/files/ENCFF352XLM/,/files/ENCFF057PLQ/,/files/ENCFF869HKR/,/files/ENCFF258PIV/,/files/ENCFF350ZPT/,/files/ENCFF652NCR/,/files/ENCFF060YKY/,/files/ENCFF608RUP/,/files/ENCFF564IHY/,/files/ENCFF354PVV/,/files/ENCFF878LQP/,/files/ENCFF499YOU/,/files/ENCFF348KDR/,/files/ENCFF265QBB/,/files/ENCFF226CGZ/,/files/ENCFF284ARV/,/files/ENCFF404UTY/,/files/ENCFF038TDJ/,/files/ENCFF609HRX/,/files/ENCFF163IAE/,/files/ENCFF823HYK/,/files/ENCFF386HEY/,/files/ENCFF850GRJ/,/files/ENCFF351RLC/,/files/ENCFF213CUZ/,/files/ENCFF742RON/		ENCBS241XYR	1	1		Homo sapiens	embryonic	76 days												/replicates/220a52e7-5310-44cc-8f9e-1de047703579/				
/experiments/ENCSR015BGH/	ENCSR015BGH	DNase-seq	DNase-seq	tissue				Homo sapiens caudate nucleus tissue male adult (78 years)	caudate nucleus	GEO:GSE90282		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF080CPN/,/files/ENCFF026ZGL/,/files/ENCFF492MYK/,/files/ENCFF402WMR/,/files/ENCFF834QQS/,/files/ENCFF680PEE/,/files/ENCFF168JSL/,/files/ENCFF137LBE/,/files/ENCFF240ECT/,/files/ENCFF307UUQ/,/files/ENCFF668GBA/,/files/ENCFF745CSH/,/files/ENCFF140MPK/,/files/ENCFF160SAM/,/files/ENCFF772TSU/,/files/ENCFF436GAF/,/files/ENCFF878VNM/,/files/ENCFF931GQC/,/files/ENCFF083XLR/,/files/ENCFF897ZYV/,/files/ENCFF445RJQ/,/files/ENCFF429WQZ/,/files/ENCFF292YTL/,/files/ENCFF765GQP/,/files/ENCFF498QFP/,/files/ENCFF209PKC/,/files/ENCFF522IFC/,/files/ENCFF071XXD/,/files/ENCFF230MPP/,/files/ENCFF524AWV/,/files/ENCFF152WNP/,/files/ENCFF398SII/,/files/ENCFF556IWL/,/files/ENCFF468VKU/,/files/ENCFF214GRT/,/files/ENCFF922BAM/,/files/ENCFF746NMQ/,/files/ENCFF690QOL/,/files/ENCFF466JXU/,/files/ENCFF260CWS/		ENCBS214ENX	1	2,1		Homo sapiens	adult	78 years												/replicates/c9428686-1884-45fe-ab24-c107c48f5977/,/replicates/786a208e-0cea-455d-933c-aa9ca2a5f28b/				
/experiments/ENCSR000FJH/	ENCSR000FJH	DNase-seq	DNase-seq	cell line				Homo sapiens NCI-H460	NCI-H460	GEO:GSE172530,SCREEN-GRCh38:NCI-H460		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001RUZ/,/files/ENCFF001RUY/,/files/ENCFF001RUX/,/files/ENCFF001RUV/,/files/ENCFF001RUW/,/files/ENCFF001RUU/,/files/ENCFF327HCQ/,/files/ENCFF734PGX/,/files/ENCFF953YWI/,/files/ENCFF302BVW/,/files/ENCFF543WXW/,/files/ENCFF854LLX/,/files/ENCFF273QVN/,/files/ENCFF274CFC/,/files/ENCFF364XWG/,/files/ENCFF009RBL/,/files/ENCFF836OTG/,/files/ENCFF824THZ/,/files/ENCFF592JXV/,/files/ENCFF325ONS/,/files/ENCFF145TRR/,/files/ENCFF786QJA/,/files/ENCFF211AAD/,/files/ENCFF400FPG/,/files/ENCFF242LBY/,/files/ENCFF556DFN/,/files/ENCFF226LGM/,/files/ENCFF539FTG/,/files/ENCFF303DEU/,/files/ENCFF741GPJ/,/files/ENCFF861ZWE/,/files/ENCFF346OGF/,/files/ENCFF485TFU/,/files/ENCFF353TBL/,/files/ENCFF167OTD/,/files/ENCFF467VLE/,/files/ENCFF530JZO/,/files/ENCFF143RMC/,/files/ENCFF598XPI/,/files/ENCFF664OYO/,/files/ENCFF602HTR/,/files/ENCFF673HAD/,/files/ENCFF617VUP/,/files/ENCFF650PIO/,/files/ENCFF165VXP/,/files/ENCFF184IAA/,/files/ENCFF117GRF/,/files/ENCFF583DNU/,/files/ENCFF628CZS/,/files/ENCFF876IBR/,/files/ENCFF364OZY/,/files/ENCFF368JEH/,/files/ENCFF245VUT/,/files/ENCFF887SEC/,/files/ENCFF553KYU/,/files/ENCFF227KZN/,/files/ENCFF809QNV/,/files/ENCFF351MXF/,/files/ENCFF777QZB/,/files/ENCFF894NXS/,/files/ENCFF107QZX/,/files/ENCFF915EHR/,/files/ENCFF947PWR/,/files/ENCFF838BTP/	/experiment-series/ENCSR516MIO/	ENCBS514AAA,ENCBS515AAA	1,2	1,2		Homo sapiens	unknown													/replicates/8626e989-0092-49d2-87d9-1558bf580d29/,/replicates/d6596782-24ae-42af-a2ed-198ae3d958af/,/replicates/32f7fab8-b735-47d2-a4a1-5b30ef585d4c/				
/experiments/ENCSR647WPA/	ENCSR647WPA	DNase-seq	DNase-seq	cell line				Homo sapiens HFFc6	HFFc6			John Stamatoyannopoulos, UW	ENCODE	archived	/files/ENCFF284QYH/,/files/ENCFF588YGI/,/files/ENCFF859QYP/,/files/ENCFF242RXQ/,/files/ENCFF789NGG/,/files/ENCFF667KGZ/,/files/ENCFF755UKM/,/files/ENCFF218SPP/,/files/ENCFF118PSW/,/files/ENCFF783XUE/,/files/ENCFF845IOW/,/files/ENCFF347SKH/,/files/ENCFF971XSX/,/files/ENCFF279XET/		ENCBS844AAX	1	1		Homo sapiens	newborn	0 years												/replicates/58807b4c-afd0-45f5-a0d0-26a6192f8b79/				
/experiments/ENCSR391YAV/	ENCSR391YAV	DNase-seq	DNase-seq	tissue				Homo sapiens sigmoid colon tissue male adult (54 years)	sigmoid colon	GEO:GSE172940		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF057LCL/,/files/ENCFF480ZBK/,/files/ENCFF366OMI/,/files/ENCFF469JHU/,/files/ENCFF996LJV/,/files/ENCFF480MFV/,/files/ENCFF509LRT/,/files/ENCFF862GVN/,/files/ENCFF132VPT/,/files/ENCFF520YZD/,/files/ENCFF380IZN/,/files/ENCFF459VFQ/,/files/ENCFF523XNG/,/files/ENCFF610BDZ/,/files/ENCFF056MPO/,/files/ENCFF791RMH/,/files/ENCFF819JGJ/,/files/ENCFF084NNT/,/files/ENCFF332SHA/,/files/ENCFF353DKV/,/files/ENCFF588HXP/,/files/ENCFF226AUV/,/files/ENCFF230ERK/,/files/ENCFF281DLF/,/files/ENCFF017NBX/,/files/ENCFF750KIE/,/files/ENCFF754DCA/,/files/ENCFF731OGW/,/files/ENCFF503SKP/,/files/ENCFF267WEB/,/files/ENCFF880FFB/,/files/ENCFF764BIT/,/files/ENCFF832JGB/,/files/ENCFF028FLY/,/files/ENCFF281NMK/,/files/ENCFF166AYV/,/files/ENCFF444HXP/,/files/ENCFF762SVD/,/files/ENCFF991ZCC/,/files/ENCFF480UNN/,/files/ENCFF193ZZB/,/files/ENCFF374RXX/	/reference-epigenomes/ENCSR517BJQ/	ENCBS402XYB	1	1		Homo sapiens	adult	54 years												/replicates/4d354500-58af-4025-a00f-5ed3feb7e858/				
/experiments/ENCSR163PKT/	ENCSR163PKT	DNase-seq	DNase-seq	tissue				Homo sapiens stomach tissue male adult (54 years)	stomach	GEO:GSE172891		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF278NCS/,/files/ENCFF206LGO/,/files/ENCFF988ZPF/,/files/ENCFF278DYC/,/files/ENCFF942QZX/,/files/ENCFF850LKT/,/files/ENCFF707NHR/,/files/ENCFF229RBJ/,/files/ENCFF872KOO/,/files/ENCFF706SGN/,/files/ENCFF428YEZ/,/files/ENCFF203YUF/,/files/ENCFF719TBP/,/files/ENCFF381MWP/,/files/ENCFF882XTE/,/files/ENCFF863RWY/,/files/ENCFF620MUD/,/files/ENCFF470ODC/,/files/ENCFF030IXL/,/files/ENCFF842BWI/,/files/ENCFF133VQH/,/files/ENCFF055FBZ/,/files/ENCFF767MRW/,/files/ENCFF288HWP/,/files/ENCFF621XOE/,/files/ENCFF737LRX/,/files/ENCFF184XKI/,/files/ENCFF637BPM/,/files/ENCFF052HMG/,/files/ENCFF489WIR/,/files/ENCFF750RAU/,/files/ENCFF772FKA/,/files/ENCFF524POM/,/files/ENCFF146HMG/,/files/ENCFF235VPI/,/files/ENCFF288CWD/,/files/ENCFF164EEU/,/files/ENCFF004QZJ/,/files/ENCFF039RZH/,/files/ENCFF889SAK/,/files/ENCFF664JAX/,/files/ENCFF600VQT/	/reference-epigenomes/ENCSR135MTK/	ENCBS294WHX	1	1		Homo sapiens	adult	54 years												/replicates/1f65454b-4c01-4718-a52d-585159452100/				
/experiments/ENCSR000ENR/	ENCSR000ENR	DNase-seq	DNase-seq	cell line				Homo sapiens HFF-Myc originated from foreskin fibroblast	HFF-Myc	SCREEN-GRCh38:HFF-Myc_male_newborn_originated_from_foreskin_fibroblast,UCSC-ENCODE-hg19:wgEncodeEH001194,GEO:GSM736605	DNase-seq on human HFF-Myc	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF000AFJ/,/files/ENCFF001DDQ/,/files/ENCFF001DDR/,/files/ENCFF001DDS/,/files/ENCFF001DDT/,/files/ENCFF001DDU/,/files/ENCFF001DDV/,/files/ENCFF001DDW/,/files/ENCFF001DDZ/,/files/ENCFF001DEG/,/files/ENCFF001DEJ/,/files/ENCFF001SQX/,/files/ENCFF001WJB/,/files/ENCFF001WJC/,/files/ENCFF001WJD/,/files/ENCFF001WJE/,/files/ENCFF243OYL/,/files/ENCFF965TGA/,/files/ENCFF423CAT/,/files/ENCFF415WRN/,/files/ENCFF564XLV/,/files/ENCFF830YMG/,/files/ENCFF165AEF/,/files/ENCFF511PNU/,/files/ENCFF439TLD/,/files/ENCFF318IAD/,/files/ENCFF914JER/,/files/ENCFF335YTK/,/files/ENCFF842ESG/,/files/ENCFF706QDF/,/files/ENCFF812AHH/,/files/ENCFF676MYJ/,/files/ENCFF674GJJ/,/files/ENCFF393CAW/,/files/ENCFF383QJN/,/files/ENCFF644RVL/,/files/ENCFF923BUH/,/files/ENCFF482GMO/,/files/ENCFF209JXB/,/files/ENCFF317UQO/,/files/ENCFF406KWG/,/files/ENCFF680SAG/,/files/ENCFF121VSI/,/files/ENCFF697QJA/,/files/ENCFF214DBL/,/files/ENCFF347UWD/,/files/ENCFF179NLQ/,/files/ENCFF455RCD/,/files/ENCFF799SLQ/,/files/ENCFF729TFG/,/files/ENCFF109KOS/,/files/ENCFF530QPK/,/files/ENCFF858ERL/,/files/ENCFF652DVJ/,/files/ENCFF029URC/,/files/ENCFF449WCC/,/files/ENCFF239UIA/,/files/ENCFF719NHH/,/files/ENCFF686VQO/,/files/ENCFF365GEH/,/files/ENCFF524BYF/,/files/ENCFF596GQD/,/files/ENCFF103JVK/,/files/ENCFF186TRX/,/files/ENCFF551XKZ/,/files/ENCFF212GAR/,/files/ENCFF154NME/,/files/ENCFF475BJR/,/files/ENCFF013CJO/,/files/ENCFF509ERM/,/files/ENCFF667HRP/,/files/ENCFF406RSX/,/files/ENCFF688JOM/,/files/ENCFF265REG/,/files/ENCFF235PYR/,/files/ENCFF673MZL/,/files/ENCFF712UJS/,/files/ENCFF867FFA/,/files/ENCFF005VIZ/,/files/ENCFF025UGG/,/files/ENCFF656WUS/,/files/ENCFF608DXP/,/files/ENCFF078NCA/,/files/ENCFF723HUH/,/files/ENCFF894VAZ/,/files/ENCFF765RWR/,/files/ENCFF265UVV/,/files/ENCFF885EMA/,/files/ENCFF394VXU/,/files/ENCFF405ALY/,/files/ENCFF195VNP/,/files/ENCFF147GAF/,/files/ENCFF934KTB/,/files/ENCFF484WUK/,/files/ENCFF988KRZ/,/files/ENCFF919GJE/,/files/ENCFF541CFK/,/files/ENCFF762BVA/,/files/ENCFF992SGG/,/files/ENCFF022OGF/,/files/ENCFF379JCU/,/files/ENCFF611LBU/,/files/ENCFF741USZ/,/files/ENCFF839FBI/,/files/ENCFF811ORY/,/files/ENCFF099MXX/,/files/ENCFF465SZQ/,/files/ENCFF646YCK/,/files/ENCFF030SHD/,/files/ENCFF864GOL/,/files/ENCFF863DQH/,/files/ENCFF190UFJ/		ENCBS553ENC,ENCBS411AMC	1,2	1		Homo sapiens	newborn													/replicates/49b555d6-90f7-4b41-8c27-0e0acf887c53/,/replicates/180e67c6-b2c5-4048-aff1-1b1aa4e7b4fb/				
/experiments/ENCSR000EJR/	ENCSR000EJR	DNase-seq	DNase-seq	cell line				Homo sapiens HEK293T	HEK293T	GEO:GSM1008573,UCSC-ENCODE-hg19:wgEncodeEH002565	Duke human HEK293T DNase-seq	Gregory Crawford, Duke	ENCODE	released	/files/ENCFF000SPE/,/files/ENCFF000SPF/,/files/ENCFF000SPG/,/files/ENCFF000SPH/,/files/ENCFF000SPI/,/files/ENCFF000SPK/,/files/ENCFF000SQB/,/files/ENCFF001UVQ/,/files/ENCFF803AMK/,/files/ENCFF013WVF/,/files/ENCFF910QHN/,/files/ENCFF450LLY/,/files/ENCFF259MEZ/,/files/ENCFF626OML/,/files/ENCFF084GPM/,/files/ENCFF174BNZ/,/files/ENCFF747SFC/,/files/ENCFF890KIJ/,/files/ENCFF127KSH/,/files/ENCFF120XFB/,/files/ENCFF148BGE/,/files/ENCFF552YLW/,/files/ENCFF173VAD/,/files/ENCFF207WAS/,/files/ENCFF134IJS/,/files/ENCFF262LGT/,/files/ENCFF553CLB/,/files/ENCFF839LCK/,/files/ENCFF500HTP/,/files/ENCFF774HUB/,/files/ENCFF135NOY/,/files/ENCFF716SFD/,/files/ENCFF395FAQ/,/files/ENCFF916JSK/,/files/ENCFF447IQA/,/files/ENCFF529BOG/,/files/ENCFF522TAR/,/files/ENCFF877JMB/,/files/ENCFF364DKQ/,/files/ENCFF283AWX/,/files/ENCFF969MBJ/,/files/ENCFF680DCW/,/files/ENCFF011GKO/,/files/ENCFF057QOK/,/files/ENCFF285OXK/,/files/ENCFF631ZCQ/		ENCBS634AAA	1	2,1		Homo sapiens	embryonic													/replicates/a6e62cfe-300c-4d34-acb6-5f3adb5e1c75/,/replicates/4f435394-ac8e-4abc-a983-23deefaf683d/				
/experiments/ENCSR000EQK/	ENCSR000EQK	DNase-seq	DNase-seq	primary cell				Homo sapiens CD4-positive, CD25-positive, alpha-beta regulatory T cell male adult (28 years)	CD4-positive, CD25-positive, alpha-beta regulatory T cell	GEO:GSM1024741,UCSC-ENCODE-hg19:wgEncodeEH003026	DNase-seq on human Treg (Wb83319432)	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001EKE/,/files/ENCFF001EKF/,/files/ENCFF001EKG/,/files/ENCFF001EKI/,/files/ENCFF001EKR/,/files/ENCFF001WTX/,/files/ENCFF001WTY/,/files/ENCFF001EKH/,/files/ENCFF276JQH/,/files/ENCFF287KNJ/,/files/ENCFF877RSC/,/files/ENCFF270PPI/,/files/ENCFF082YDZ/,/files/ENCFF104XHO/,/files/ENCFF940JMP/,/files/ENCFF122JKQ/,/files/ENCFF934TLS/,/files/ENCFF493QAT/,/files/ENCFF055LOR/,/files/ENCFF321TWD/,/files/ENCFF871DFU/,/files/ENCFF171LNJ/,/files/ENCFF124KZW/,/files/ENCFF281DLU/,/files/ENCFF253HAR/,/files/ENCFF916FIA/,/files/ENCFF298QID/,/files/ENCFF032IIN/,/files/ENCFF625QOC/,/files/ENCFF383VDX/,/files/ENCFF315IYJ/,/files/ENCFF622JVD/,/files/ENCFF204IDS/,/files/ENCFF668AQZ/,/files/ENCFF055ILX/,/files/ENCFF281KDE/,/files/ENCFF134HNP/,/files/ENCFF678HGU/,/files/ENCFF445QSP/,/files/ENCFF676CXR/,/files/ENCFF019PWR/,/files/ENCFF661IXF/,/files/ENCFF386UMP/,/files/ENCFF500YZR/,/files/ENCFF517UFG/,/files/ENCFF452UFZ/,/files/ENCFF239WUP/,/files/ENCFF067AQL/,/files/ENCFF308FQH/,/files/ENCFF370WBX/,/files/ENCFF125NLJ/,/files/ENCFF126LVZ/,/files/ENCFF641LOI/,/files/ENCFF565RSS/,/files/ENCFF439DVC/		ENCBS154AAA	1	1		Homo sapiens	adult	28 years												/replicates/c194b572-c529-475c-bfe4-27ece578c01d/				
/experiments/ENCSR532CRI/	ENCSR532CRI	DNase-seq	DNase-seq	tissue				Homo sapiens limb tissue embryo (58 days) and embryo (59 days)	limb	GEO:GSE90355		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF030IWJ/,/files/ENCFF876FNY/,/files/ENCFF899CXH/,/files/ENCFF962HUB/,/files/ENCFF691CVP/,/files/ENCFF840QPG/,/files/ENCFF855ZJY/,/files/ENCFF639NHU/,/files/ENCFF598FGB/,/files/ENCFF870AOX/,/files/ENCFF310IUW/,/files/ENCFF812KWI/,/files/ENCFF257XLK/,/files/ENCFF742XUB/,/files/ENCFF334TBL/,/files/ENCFF409NYE/,/files/ENCFF003CCT/,/files/ENCFF594WWS/,/files/ENCFF744PZE/,/files/ENCFF540SBY/,/files/ENCFF852GRK/,/files/ENCFF906SCB/,/files/ENCFF314PJR/,/files/ENCFF551YAW/,/files/ENCFF564UKF/,/files/ENCFF851JBA/,/files/ENCFF941TRF/,/files/ENCFF565ILG/,/files/ENCFF335MVL/,/files/ENCFF623FSQ/,/files/ENCFF654FED/,/files/ENCFF473VWU/,/files/ENCFF111JEE/,/files/ENCFF268JOB/,/files/ENCFF525UGL/,/files/ENCFF965PSU/,/files/ENCFF089RIF/,/files/ENCFF325PWX/,/files/ENCFF682YKZ/,/files/ENCFF010HMO/,/files/ENCFF170JWE/,/files/ENCFF089CNO/,/files/ENCFF377CSO/,/files/ENCFF917IAU/,/files/ENCFF344QUR/,/files/ENCFF889WKB/,/files/ENCFF017PBR/,/files/ENCFF744FYB/,/files/ENCFF301CGY/,/files/ENCFF067JDQ/,/files/ENCFF149RNR/,/files/ENCFF404GGS/,/files/ENCFF422IZF/,/files/ENCFF110PFC/,/files/ENCFF085GWH/,/files/ENCFF888AOZ/,/files/ENCFF027ZAA/,/files/ENCFF048ZFY/,/files/ENCFF921ZUP/,/files/ENCFF056UNS/,/files/ENCFF757WSE/,/files/ENCFF371ZLX/,/files/ENCFF850IPE/,/files/ENCFF135BMZ/,/files/ENCFF935ZDP/,/files/ENCFF177KBZ/,/files/ENCFF563KIH/,/files/ENCFF168APO/,/files/ENCFF344WFB/,/files/ENCFF452THL/,/files/ENCFF828YUQ/,/files/ENCFF725JMI/,/files/ENCFF487XDH/,/files/ENCFF958PPG/,/files/ENCFF559IQW/,/files/ENCFF370IMS/,/files/ENCFF104SSS/,/files/ENCFF155IOF/,/files/ENCFF173VSW/,/files/ENCFF746TYL/,/files/ENCFF596WFC/,/files/ENCFF034GHH/,/files/ENCFF900BSK/,/files/ENCFF859HBA/,/files/ENCFF849PMD/,/files/ENCFF014EGK/,/files/ENCFF856QRZ/,/files/ENCFF467ICE/,/files/ENCFF971RWR/,/files/ENCFF082MIF/,/files/ENCFF650CUB/,/files/ENCFF036KGR/,/files/ENCFF526JUY/,/files/ENCFF787ABU/,/files/ENCFF442ZSM/,/files/ENCFF599VEX/		ENCBS872QKU,ENCBS301NVB	1,2	1		Homo sapiens	embryonic	58 days,59 days												/replicates/3af37677-8c8f-44d5-a309-b47b7b7d0cf0/,/replicates/1f677f5d-60d4-4fd1-9117-dfe778b88640/				
